Batch,Pixel Accuracy,Jaccard Index,Dice Coefficient,Precision,F1 Score,Sensitivity,Specificity
1,0.9073724746704102,0.7222975136668268,0.8387604440408581,0.8266281424958034,0.8387604440408581,0.8512541783480698,0.9295245594619903
2,0.9133739471435547,0.7235222499543434,0.8395856217968869,0.805258950107049,0.8395856217968869,0.876969164815867,0.9260651145562441
3,0.8601102828979492,0.6383318662948525,0.7792461093227264,0.8198685773097933,0.7792461093227264,0.7424590906744518,0.9187272638945645
4,0.9210653305053711,0.7649582843479693,0.8668287416555783,0.8328654377709208,0.8668287416555783,0.9036797734904676,0.9279707709793774
5,0.8410816192626953,0.6111776111776112,0.7586719265927496,0.803421241511309,0.7586719265927496,0.7186445421173062,0.9063155063485427
6,0.9110612869262695,0.7298805796362646,0.8438508278874763,0.8168298217179902,0.8438508278874763,0.8727207239656026,0.9256310268177349
7,0.9199514389038086,0.7377108091132658,0.8490605056312118,0.8077130989934378,0.8490605056312118,0.8948695108314538,0.9283832912186003
8,0.8944454193115234,0.6697361039829083,0.80220593228517,0.7987914031610003,0.80220593228517,0.8056497783520882,0.9265735128529146
9,0.9101476669311523,0.6958131816332724,0.8206248060451099,0.8045341536072391,0.8206248060451099,0.8373722185310813,0.9338210294955909
10,0.9243717193603516,0.73667555461105,0.8483744158833831,0.812873039310878,0.8483744158833831,0.8871183797508847,0.93603935423192
11,0.8847455978393555,0.7055231616061443,0.8273392909442885,0.8035065616215211,0.8273392909442885,0.8526290371975783,0.9001289168725951
12,0.8679647445678711,0.620252782638748,0.7656247090390459,0.7810212927625331,0.7656247090390459,0.7508234278504549,0.9151694683942649
13,0.9127397537231445,0.7394527023178996,0.8502130599268901,0.8237120825231478,0.8502130599268901,0.8784759340198374,0.9261911465499381
14,0.9095525741577148,0.695585327649959,0.8204663207531098,0.7726295523824803,0.8204663207531098,0.8746176012398195,0.9203619389658816
15,0.9356555938720703,0.8065942004059028,0.8929445253667685,0.8428522218394764,0.8929445253667685,0.9493672167320649,0.9302527164122751
16,0.9319972991943359,0.7824451353272659,0.8779458282553029,0.8632842874887653,0.8779458282553029,0.893113979947553,0.9466608180145489
17,0.9186773300170898,0.7558298686275183,0.8609374770669881,0.8542049602609574,0.8609374770669881,0.8677769632096468,0.9394768623563091
18,0.9117937088012695,0.7094484008682841,0.8300319571014045,0.7863878210485263,0.8300319571014045,0.8788052127961772,0.9225031044994082
19,0.8872013092041016,0.6801170507959345,0.8096067479033531,0.8507882806685161,0.8096067479033531,0.772227851988331,0.9389923726633155
20,0.9091119766235352,0.7462835571363157,0.8547106271333464,0.8213039491147526,0.8547106271333464,0.8909501773477924,0.9168978390604137
21,0.913264274597168,0.7284877542003511,0.842919196193404,0.8255483120143172,0.842919196193404,0.861036816440019,0.9326084399545199
22,0.9110040664672852,0.7049677364282756,0.8269572747518464,0.8003230263984351,0.8269572747518464,0.8554252919422407,0.9293915025612127
23,0.9123897552490234,0.7378777070790653,0.8491710366884812,0.8274242419394575,0.8491710366884812,0.8720918076571579,0.9282793670042804
24,0.88043212890625,0.6720215345738211,0.8038431571338721,0.8114298168310733,0.8038431571338721,0.7963970499335026,0.9177693878984637
25,0.8846530914306641,0.6875169546918961,0.814826722517193,0.8251836508138313,0.814826722517193,0.804726552459289,0.9214699724610004
26,0.9191675186157227,0.7496344608186305,0.8569040878034451,0.8677850421271474,0.8569040878034451,0.8462926219258025,0.9483558857274133
27,0.8697853088378906,0.6483166643914827,0.7866409148157524,0.8116962270235408,0.7866409148157524,0.7630860926349233,0.9187544001714154
28,0.9371480941772461,0.8201606697483532,0.9011959036140966,0.8569241384029378,0.9011959036140966,0.9502913529971576,0.9314714192270034
29,0.9018898010253906,0.7427463297166048,0.8523860495949355,0.85269682145974,0.8523860495949355,0.8520755041739579,0.9266971053706788
30,0.9038028717041016,0.7016616090811757,0.824678191406155,0.82974890963335,0.824678191406155,0.8196690725531995,0.9358793487954243
31,0.9380598068237305,0.7998551662506548,0.8887994781456364,0.8357460701797317,0.8887994781456364,0.9490451449193227,0.9341834832320318
32,0.8785343170166016,0.6418631462032702,0.7818716775360334,0.764192885311979,0.7818716775360334,0.800387800755966,0.9077298533622923
33,0.8668422698974609,0.5996283775065163,0.7497096024780588,0.7734372399406741,0.7497096024780588,0.7273944727551003,0.9195155375638393
34,0.8935308456420898,0.6971042842918344,0.8215220369710176,0.7875759795732576,0.8215220369710176,0.8585261863551614,0.9075120979903857
35,0.9154138565063477,0.7372467116956986,0.8487530374728226,0.8391838303726783,0.8487530374728226,0.8585429970089937,0.9371417424644823
36,0.9116630554199219,0.7000582863804158,0.823569746977212,0.7994408883662625,0.823569746977212,0.8492004572182746,0.9316908335463915
37,0.8627986907958984,0.5930931100803258,0.7445805977409836,0.7630230696455862,0.7445805977409836,0.7270086050881658,0.9143239026392437
38,0.8911571502685547,0.709534486576182,0.8300908722785956,0.8008313058165555,0.8300908722785956,0.8615696030409321,0.9043629507124916
39,0.9140634536743164,0.7622030870241013,0.8650570330247944,0.8387467729898158,0.8650570330247944,0.8930713764486167,0.9234255975200093
40,0.8940334320068359,0.660458308250343,0.7955132687989989,0.8285052765543123,0.7955132687989989,0.7650481931549084,0.9416004083193767
41,0.8929986953735352,0.7052707619160198,0.8271657236691103,0.8267263623990787,0.8271657236691103,0.8276055521819409,0.9222937377358412
42,0.9214439392089844,0.7610071287025297,0.8642862556305749,0.8542484277446482,0.8642862556305749,0.8745627869601315,0.9402242658598973
43,0.9386930465698242,0.803409184737568,0.8909893456647555,0.8390737783455765,0.8909893456647555,0.9497529038765351,0.9347300323979258
44,0.9295501708984375,0.7495414430389189,0.8568433128820089,0.7929860682669269,0.8568433128820089,0.931885817378622,0.9288672347789219
45,0.8984451293945312,0.7295783231966683,0.843648782378627,0.8276852516068439,0.843648782378627,0.8602401990580076,0.9163003793714832
46,0.9061040878295898,0.7168929157812711,0.8351049843490669,0.8223853913089372,0.8351049843490669,0.848224218938716,0.9286476229346359
47,0.8737444196428571,0.6409709652624532,0.7812093922818893,0.7721758611033324,0.7812093922818893,0.7904567883775241,0.9069682697717394

Metric,Mean,Standard Deviation
Pixel Accuracy,0.9028305181254006,0.022421928670047456
Jaccard Index,0.7121860223280162,0.05346997218220131
Dice Coefficient,0.830750373562362,0.03692645176882193
Precision,0.8170893515290667,0.026266031568092534
F1 Score,0.830750373562362,0.03692645176882193
Sensitivity,0.8466625538178872,0.059628784994681244
Specificity,0.925657050915294,0.011028524294972883
