Batch,Pixel Accuracy,Jaccard Index,Dice Coefficient,Precision,F1 Score,Sensitivity,Specificity
1,0.8594703674316406,0.5544132010486814,0.7133408294199352,0.9271226808659112,0.7133408294199352,0.5796755498926615,0.9803191917922891
2,0.8739948272705078,0.5486605953365079,0.7085614459213249,0.9228205850076703,0.7085614459213249,0.5750477070198239,0.982537922463852
3,0.8954916000366211,0.5860124062167084,0.7389758162290658,0.9312940893945306,0.7389758162290658,0.6124922017515458,0.9856107147617168
4,0.8696413040161133,0.5296265325996814,0.6924912994279107,0.918865671641791,0.6924912994279107,0.5556097050297641,0.9823864483225652
5,0.8068408966064453,0.4840890392291214,0.6523719621035288,0.9221650735115726,0.6523719621035288,0.504711193732572,0.9761303878123763
6,0.8394412994384766,0.5091746596309146,0.6747723417983162,0.940050594757522,0.6747723417983162,0.5262631375952175,0.9844594142072599
7,0.8684177398681641,0.5569705201439796,0.7154541629888718,0.9540097128494508,0.7154541629888718,0.5723378350287557,0.9887834420962971
8,0.8556184768676758,0.5019147634181488,0.66836650873031,0.9294670273431789,0.66836650873031,0.5217886495859797,0.9846905378081695
9,0.8748712539672852,0.5244831022922896,0.6880799157480334,0.8968530385096863,0.6880799157480334,0.558151195035502,0.9789128272699055
10,0.8101911544799805,0.4363620916698526,0.6075934392873831,0.9172604696847932,0.6075934392873831,0.4542415452101316,0.9804062817187323
11,0.8840484619140625,0.5760802485277658,0.7310290818832211,0.9597678781999524,0.7310290818832211,0.5903359618126146,0.990989901039817
12,0.8887929916381836,0.5611269810802368,0.7188742336538948,0.9008090194490934,0.7188742336538948,0.5980809037082203,0.979460572606757
13,0.8478794097900391,0.49000537139349293,0.6577229596631947,0.900669957686883,0.6577229596631947,0.5179980126138184,0.9775451369053154
14,0.8462142944335938,0.5257762276424677,0.6891917938122075,0.9075109006278965,0.6891917938122075,0.555544852573325,0.9749282770672373
15,0.8531007766723633,0.4839266270206885,0.6522244674486075,0.9163055959094859,0.6522244674486075,0.5063060410400937,0.9827157032545781
16,0.8524847030639648,0.5102474393274969,0.6757136957036745,0.8996683898484865,0.6757136957036745,0.5410339652793398,0.9760600922056765
17,0.8845863342285156,0.5818981451091895,0.735696096374175,0.9141835195015252,0.735696096374175,0.6155203917555913,0.979597024786563
18,0.8881673812866211,0.5475276368336773,0.7076159724732899,0.9341364668707416,0.7076159724732899,0.5695135655803499,0.9874846137680506
19,0.8628654479980469,0.5662524131274131,0.7230666122285476,0.9336483226817198,0.7230666122285476,0.5899949399551825,0.9817345909142562
20,0.8552999496459961,0.5335491447473593,0.6958357305663752,0.945731660799721,0.6958357305663752,0.5504003805597399,0.9864180205686729
21,0.8562555313110352,0.5296160831871773,0.692482367318792,0.9425653159157558,0.692482367318792,0.5472777521582235,0.985996969463075
22,0.8016462326049805,0.45919993759669264,0.6293859062973872,0.8582605991096942,0.6293859062973872,0.4968812336641073,0.9579223454765007
23,0.8698978424072266,0.5097812338297016,0.675304769203673,0.9184345968342343,0.675304769203673,0.5339551129327899,0.9839070006271659
24,0.7992010116577148,0.42539836750511006,0.5968834779145837,0.8794755193464303,0.5968834779145837,0.45173312158947,0.9696348995387382
25,0.8896751403808594,0.6098413180216186,0.7576415280123019,0.925981308411215,0.7576415280123019,0.6410932774569138,0.9811434721633345
26,0.8428573608398438,0.5164342395642578,0.6811165642272143,0.9373987897383448,0.6811165642272143,0.5348814589665654,0.9836681601387484
27,0.8500843048095703,0.5122543011836982,0.6774711115488149,0.9279856555879691,0.6774711115488149,0.5334606424262399,0.9826652396924338
28,0.8220615386962891,0.4773042433206989,0.6461827284105132,0.8901677629688455,0.6461827284105132,0.5071724330905313,0.9705011106636338
29,0.8758258819580078,0.5649954396784723,0.7220410045342374,0.9341770194055162,0.7220410045342374,0.5884205215636471,0.9843451734235803
30,0.8627681732177734,0.5275697574780608,0.690730822465419,0.8869539779438551,0.690730822465419,0.5656013515891732,0.9732087496370015
31,0.8250799179077148,0.4979292184133953,0.6648234272922472,0.9489141718441082,0.6648234272922472,0.5116446524605657,0.9858696655931479
32,0.8489217758178711,0.5648494304369442,0.721921763781739,0.9428816411497952,0.721921763781739,0.5848620852460509,0.9821272285367484
33,0.8510847091674805,0.5174151955694012,0.6819691763733052,0.9416671353844424,0.6819691763733052,0.5345485429298492,0.9858970680424651
34,0.8365335464477539,0.46961717454266405,0.6391013696322733,0.8905481686636701,0.6391013696322733,0.49838271657641625,0.9749305493022674
