Batch,Pixel Accuracy,Jaccard Index,Dice Coefficient,Precision,F1 Score,Sensitivity,Specificity
1,0.9502124786376953,0.8097629233381677,0.8948828743209449,0.9211726276343498,0.8948828743209449,0.8700520731373086,0.9760251952302544
2,0.956059455871582,0.844951979701581,0.9159609453230876,0.9209718416795959,0.9159609453230876,0.9110042812568029,0.9721251921196031
3,0.9325180053710938,0.7409643185304228,0.8512113782502828,0.8160486709429794,0.8512113782502828,0.8895407860561393,0.9444286784363639
4,0.9593486785888672,0.8572662737744442,0.9231484853620455,0.9132495995833526,0.9231484853620455,0.9332643144345493,0.9685904514662482
5,0.92919921875,0.7419767417612589,0.8518790451944487,0.8064444234583058,0.8518790451944487,0.9027388397670908,0.9369046988692126
6,0.9488496780395508,0.8214000293032486,0.9019435775648514,0.9114196721190333,0.9019435775648514,0.8926625026236367,0.9689553274750661
7,0.9304561614990234,0.7835069604225239,0.8786138521566591,0.8697705536110947,0.8786138521566591,0.887638824423681,0.9474015584526221
8,0.9376993179321289,0.8185643344368654,0.9002313736570019,0.8791319910514541,0.9002313736570019,0.9223684416417607,0.9444187638280974
9,0.9067621231079102,0.6839026945236572,0.8122829148594238,0.7974627709707823,0.8122829148594238,0.8276643281123445,0.932253894994357
10,0.8949222564697266,0.6841791472590469,0.812477874901288,0.7488689770281548,0.812477874901288,0.8878956961648625,0.8973447763758967
11,0.9732227325439453,0.8922988995140063,0.9430845198326469,0.9470236689762984,0.9430845198326469,0.9391780047640196,0.9837517449424762
12,0.961247444152832,0.8575709779179811,0.9233251252441199,0.9604234789811067,0.9233251252441199,0.8889861854965881,0.986963346858764
13,0.9560317993164062,0.863155926377746,0.926552538257869,0.9259713297713132,0.926552538257869,0.9271344768220366,0.9683650920649435
14,0.8801584243774414,0.6750332949740752,0.8059938832254947,0.7773969033018938,0.8059938832254947,0.8367751242186248,0.8985305976167011
15,0.9583349227905273,0.8675609312477265,0.9290844724065895,0.9328928410772611,0.9290844724065895,0.92530707128839,0.9721527480004274
16,0.9236373901367188,0.7483120638712516,0.856039467249662,0.8463135442587985,0.856039467249662,0.8659915317124274,0.9441207339582354
17,0.946436882019043,0.8047059723497176,0.8917862351859951,0.8585010998957603,0.8917862351859951,0.9277564863217985,0.9522679720895776
18,0.9346189498901367,0.7880681080479526,0.8814743739356691,0.842885388562662,0.8814743739356691,0.92376624741364,0.9384954097091802
19,0.9008407592773438,0.6759580144107308,0.8066526829413427,0.7550012357325109,0.8066526829413427,0.8658903185369418,0.9118103665389864
20,0.969304084777832,0.894058633594344,0.9440664800304457,0.963968983444825,0.9440664800304457,0.9249691826769186,0.9865507146547271
21,0.9619007110595703,0.8568433877412073,0.9229032382569763,0.9205015282985456,0.9229032382569763,0.9253175137569946,0.9738648530301381
22,0.9312419891357422,0.7653869433073224,0.8671038904065148,0.8114286108552484,0.8671038904065148,0.9309822082368541,0.9313244489786175
23,0.8997297286987305,0.6981898452211455,0.8222753742002552,0.7720707737626654,0.8222753742002552,0.8794632687669717,0.9069899082010277
24,0.960235595703125,0.8558653231242547,0.9223355945715382,0.9258259325044405,0.9223355945715382,0.9188714747503238,0.9745407359775748
25,0.9452199935913086,0.8069897784318865,0.8931868769420441,0.8863321831232817,0.8931868769420441,0.9001484224492703,0.9606022231602646
26,0.9460258483886719,0.7964128722202638,0.8866701909521979,0.8803871511623284,0.8866701909521979,0.8930435554264785,0.9624310882744529
27,0.9324178695678711,0.7686682879853755,0.8692057105416156,0.8442811043384726,0.8692057105416156,0.8956467164945513,0.9447224092527279
28,0.9741392135620117,0.9043704573586822,0.9497841702638289,0.9623316972125906,0.9497841702638289,0.9375596380586784,0.9870485942215416
29,0.9178142547607422,0.699440230185718,0.8231419002117913,0.746615886347391,0.8231419002117913,0.9171468554494567,0.9179901001551972
30,0.9565048217773438,0.8662043311683358,0.928305991687469,0.9279354873177645,0.928305991687469,0.928676792043957,0.9686147141709404
31,0.9289331436157227,0.7539165180635361,0.8596948717900441,0.8343084552387983,0.8596948717900441,0.8866746931800528,0.9426871075065478
32,0.9352607727050781,0.7823526205598608,0.8778875869289134,0.8386202108793973,0.8778875869289134,0.9210129009368088,0.9400778935064074
33,0.960902214050293,0.8722894568789621,0.9317891030941728,0.9406077951219185,0.9317891030941728,0.9231342348698135,0.9762748207964661
34,0.9645500183105469,0.888622553543392,0.9410271542889054,0.9500038438869385,0.9410271542889054,0.9322185201483624,0.9786319403753375
35,0.954615592956543,0.8460570496936604,0.9166098629877742,0.910868641559111,0.9166098629877742,0.9224239175286819,0.9665466285856202
36,0.9710283279418945,0.8954834137245323,0.9448601947562824,0.9572500891849052,0.9448601947562824,0.9327869322457873,0.9848948330036983
37,0.8792238235473633,0.6539846559053999,0.7907989394827913,0.7525750182357823,0.7907989394827913,0.8331134771274133,0.8966262822373753
38,0.9566879272460938,0.8432990828980147,0.9149888813183686,0.9077673328554503,0.9149888813183686,0.9223262501273618,0.9683083987273844
39,0.9556245803833008,0.848435199541374,0.918003725261112,0.9157751143519121,0.918003725261112,0.9202432096322886,0.9687065659257401
40,0.9443159103393555,0.8110755193166376,0.8956838195490334,0.8681336948955314,0.8956838195490334,0.925039854751572,0.951033446846161
41,0.9209098815917969,0.7494887494676047,0.8568088816755012,0.8188448604176086,0.8568088816755012,0.8984642904993138,0.9289347593333652
42,0.95599365234375,0.8505970419872044,0.9192676986815217,0.9089908828261509,0.9192676986815217,0.9297795457843308,0.965662910904764
43,0.9736356735229492,0.889518107920167,0.9415290641477668,0.9620583086598518,0.9415290641477668,0.92185765643379,0.9891244554794011
44,0.891545295715332,0.6913466992718124,0.8175103301640791,0.7760476487882157,0.8175103301640791,0.863653624465993,0.9024608697036766
45,0.9406557083129883,0.8010658499625961,0.8895464316079641,0.9089013021872393,0.8895464316079641,0.8709986895480157,0.9669925573901055
46,0.9726877212524414,0.9141694313825978,0.9551604120250697,0.9660307325909879,0.9551604120250697,0.9445320071963164,0.9852184230871529
47,0.8641183035714286,0.622637169052325,0.7674385635033446,0.7301442505643662,0.7674385635033446,0.8087477884804404,0.8853554378017776

Metric,Mean,Standard Deviation
Pixel Accuracy,0.9392719007915277,0.02721717859454423
Jaccard Index,0.7997001872610771,0.07571952832059109
Dice Coefficient,0.8866853310467392,0.04801763971118252
Precision,0.8727565561542218,0.06956916427614283
F1 Score,0.8866853310467392,0.04801763971118252
Sensitivity,0.9028606118140307,0.0319052404395008
Specificity,0.9522792270279828,0.02812955041683764
